NEWID,SEQNO,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR,REC_STAT
05349274,1,0,150,D,400,D,0,D,20241,1
05349284,1,0,400,D,600,D,0,D,20241,1
05349314,1,0,400,D,200,D,300,D,20241,1
05349334,1,0,400,D,,A,300,D,20241,1
05349344,2,0,200,D,50,D,50,D,20241,1
05349364,1,0,50,D,,A,0,D,20241,1
05349394,1,0,0,D,0,D,0,D,20241,1
05349404,2,0,100,D,,A,0,D,20241,1
05349434,2,0,0,D,,A,0,D,20241,1
05349444,3,0,100,D,,A,50,D,20241,1
05349454,1,0,200,D,,A,2281,D,20241,1
05349464,1,0,200,D,,A,0,D,20241,1
05349494,5,0,0,D,,A,575,D,20241,1
05349534,2,0,500,D,2500,D,0,D,20241,1
05349584,2,0,200,D,,A,0,D,20241,1
05349614,2,0,400,D,,A,400,D,20241,1
05349714,9,0,2500,D,,A,0,D,20241,1
05349734,5,0,0,D,300,D,0,D,20241,1
05349754,2,0,70,D,,A,0,D,20241,1
05349774,3,0,200,D,300,D,0,D,20241,1
05349784,2,0,65,D,,A,700,D,20241,1
05349814,1,0,0,D,300,D,0,D,20241,1
05349854,3,0,0,D,,A,0,D,20241,1
05349864,1,0,800,D,,A,0,D,20241,1
05349884,4,0,150,D,,A,400,D,20241,1
05349924,1,0,0,D,,A,0,D,20241,1
05349934,3,0,200,D,,A,300,D,20241,1
05349984,1,0,0,D,,A,0,D,20241,1
05349994,4,0,450,D,,A,0,D,20241,1
05350014,1,0,0,D,0,D,0,D,20241,1
05350044,3,0,50,D,120,D,0,D,20241,1
05350054,1,0,0,D,,A,25,D,20241,1
05350074,5,0,700,D,,A,400,D,20241,1
05350114,1,0,0,D,,A,0,D,20241,1
05350144,1,0,1330,D,,A,70,D,20241,1
05350174,3,0,0,D,150,D,0,D,20241,1
05350204,1,0,0,D,,A,0,D,20241,1
05350234,1,0,2000,D,,A,0,D,20241,1
05350264,4,0,201,D,,A,0,D,20241,1
05350274,1,0,0,D,,A,0,D,20241,1
05350284,1,0,200,D,100,D,0,D,20241,1
05350294,2,0,16,D,,A,0,D,20241,1
05350334,1,0,500,D,,A,0,D,20241,1
05350464,1,0,0,D,,A,250,D,20241,1
05350474,3,0,0,D,,A,0,D,20241,1
05350484,3,0,225,D,600,D,0,D,20241,1
05350514,1,0,100,D,100,D,100,D,20241,1
05350564,2,0,200,D,600,D,0,D,20241,1
05350594,1,0,120,D,,A,500,D,20241,1
05350614,1,0,200,D,,A,0,D,20241,1
05350624,1,0,0,D,,A,0,D,20241,1
05350654,1,0,200,D,,A,0,D,20241,1
05350684,1,0,0,D,,A,0,D,20241,1
05350694,1,0,0,D,,A,0,D,20241,1
05350734,2,0,200,D,,A,230,D,20241,1
05350754,5,0,1500,D,500,D,100,D,20241,1
05350774,2,0,60,D,,A,200,F,20241,1
05350824,1,0,210,D,,A,0,D,20241,1
05350844,9,0,1400,D,,A,100,D,20241,1
05350874,1,0,200,D,,A,0,D,20241,1
05350884,1,0,0,D,,A,0,D,20241,1
05350924,1,0,0,D,,A,0,D,20241,1
05350934,4,0,400,D,,A,0,D,20241,1
05350944,2,0,400,D,300,D,200,D,20241,1
05351044,7,0,0,D,0,D,0,D,20241,1
05351074,20,0,1800,D,,A,0,D,20241,1
05351084,1,0,450,D,450,D,0,D,20241,1
05351094,2,0,25,D,,A,100,D,20241,1
05351134,1,0,300,D,300,D,700,D,20241,1
05351184,4,0,350,D,,A,0,D,20241,1
05351244,1,0,0,D,0,D,0,D,20241,1
05351304,2,0,100,D,,A,0,D,20241,1
05351324,2,0,25,D,,A,10,D,20241,1
05351344,1,0,0,D,,A,0,D,20241,1
05351414,1,0,200,D,,A,0,D,20241,1
05351474,4,0,750,D,,A,250,D,20241,1
05351484,1,0,30,D,,A,0,D,20241,1
05351654,1,0,0,D,,A,0,D,20241,1
05351664,1,0,0,D,,A,0,D,20241,1
05351684,1,0,450,D,,A,0,D,20241,1
05351694,1,0,0,D,,A,0,D,20241,1
05351804,2,0,0,D,,A,0,D,20241,1
05351814,1,0,0,D,0,D,0,D,20241,1
05351834,3,0,1500,D,,A,0,D,20241,1
05351894,3,0,1190,D,,A,0,D,20241,1
05351924,3,0,200,D,,A,0,D,20241,1
05351934,1,0,0,D,,A,0,D,20241,1
05351964,4,0,1000,D,,A,500,D,20241,1
05351984,1,0,150,D,,A,0,D,20241,1
05352014,1,0,1500,D,1000,D,300,D,20241,1
05352054,4,0,820,D,,A,2000,D,20241,1
05352124,2,0,0,D,75,D,0,D,20241,1
05352144,1,0,0,D,,A,0,D,20241,1
05352174,5,0,468,D,,A,0,D,20241,1
05352224,4,0,500,D,,A,500,D,20241,1
05352284,3,0,0,D,,A,0,D,20241,1
05352314,1,0,50,D,,A,25,D,20241,1
05352484,1,0,140,D,225,D,0,D,20241,1
05352494,3,0,400,D,,A,600,D,20241,1
05352524,1,0,300,D,,A,0,D,20241,1
05352554,1,0,0,D,,A,0,D,20241,1
05352584,1,0,200,D,120,D,0,D,20241,1
05352594,2,0,0,D,,A,0,D,20241,1
05352654,1,0,50,D,,A,0,D,20241,1
05352674,1,0,0,D,,A,0,D,20241,1
05352744,1,0,112,D,,A,0,D,20241,1
05352804,1,0,14,D,,A,0,D,20241,1
05352854,1,0,50,D,,A,0,D,20241,1
05352894,3,0,1000,D,,A,500,D,20241,1
05352904,4,0,0,D,,A,0,D,20241,1
05352934,2,0,120,D,,A,0,D,20241,1
05353014,4,0,368,D,,A,0,D,20241,1
05353034,2,0,200,D,100,D,0,D,20241,1
05353054,2,0,0,D,1000,D,0,D,20241,1
05353074,1,0,0,D,,A,0,D,20241,1
05353154,1,0,500,D,,A,900,D,20241,1
05353224,1,0,0,D,200,D,0,D,20241,1
05353244,6,0,0,D,,A,0,D,20241,1
05353274,5,0,600,D,,A,0,D,20241,1
05353284,4,0,400,D,200,D,0,D,20241,1
05353294,1,0,300,D,,A,0,D,20241,1
05353324,4,0,500,D,,A,0,D,20241,1
05353334,10,0,450,D,,A,100,D,20241,1
05353404,1,0,0,D,,A,0,D,20241,1
05353434,2,0,105,D,,A,0,D,20241,1
05353444,2,0,20,D,,A,80,D,20241,1
05353464,2,0,400,D,0,D,0,D,20241,1
05353484,1,0,300,D,,A,0,D,20241,1
05353504,5,0,800,D,,A,0,D,20241,1
05353574,1,0,0,D,0,D,0,D,20241,1
05353594,1,0,0,D,,A,0,D,20241,1
05353614,1,0,0,D,,A,0,D,20241,1
05353624,4,0,200,D,,A,0,D,20241,1
05353634,4,0,1600,D,450,D,500,D,20241,1
05353644,3,0,90,D,,A,0,D,20241,1
05353684,1,0,350,D,150,D,0,D,20241,1
05353694,7,0,600,D,,A,0,D,20241,1
05353724,1,0,300,D,,A,0,D,20241,1
05353734,3,0,500,D,300,D,0,D,20241,1
05353774,1,0,200,D,,A,0,D,20241,1
05353824,1,0,0,D,,A,0,D,20241,1
05353894,3,0,1500,D,100,D,0,D,20241,1
05353914,1,0,0,D,,A,0,D,20241,1
05353944,1,0,0,D,,A,0,D,20241,1
05353954,2,0,1000,D,,A,1000,D,20241,1
05354034,1,0,2000,D,,A,0,D,20241,1
05354044,2,0,200,D,,A,0,D,20241,1
05354054,1,0,200,D,,A,0,D,20241,1
05354094,1,0,0,D,1000,D,0,D,20241,1
05354134,3,0,200,D,,A,0,D,20241,1
05354194,2,0,450,D,,A,0,D,20241,1
05354214,1,0,0,D,,A,300,D,20241,1
05354224,4,0,300,D,,A,200,D,20241,1
05354274,9,0,230,D,,A,390,D,20241,1
05354284,1,0,0,D,,A,0,D,20241,1
05354324,3,0,2000,D,,A,1000,D,20241,1
05354344,12,0,200,D,100,D,0,D,20241,1
05354394,6,0,98,D,,A,102,D,20241,1
05354434,2,0,200,D,500,D,0,D,20241,1
05354454,1,0,1500,D,1500,D,0,D,20241,1
05354464,3,0,2100,D,525,D,0,D,20241,1
05354474,1,0,0,D,,A,400,D,20241,1
05354494,3,0,0,D,,A,200,D,20241,1
05354514,1,0,500,D,,A,100,D,20241,1
05354524,2,0,100,D,,A,220,D,20241,1
05354534,1,0,250,D,100,D,80,F,20241,1
05354544,1,0,0,D,,A,0,D,20241,1
05354564,1,0,0,D,,A,230,D,20241,1
05354624,1,0,0,D,,A,0,D,20241,1
05354634,4,0,530,D,250,D,200,D,20241,1
05354654,1,0,0,D,,A,0,D,20241,1
05354674,5,0,0,D,,A,100,D,20241,1
05354724,1,0,10,D,,A,0,D,20241,1
05354734,1,0,200,D,,A,0,D,20241,1
05354754,3,0,800,D,,A,800,D,20241,1
05354794,7,0,150,D,,A,0,D,20241,1
05354924,3,0,20,D,,A,0,D,20241,1
05354944,1,0,0,D,,A,0,D,20241,1
05354974,3,0,319,D,,A,239,D,20241,1
05354984,2,0,0,D,,A,0,D,20241,1
05355014,1,0,400,D,600,D,0,D,20241,1
05355024,2,0,120,D,150,D,0,D,20241,1
05355034,6,0,59,D,,A,0,D,20241,1
05355114,3,0,50,D,,A,0,D,20241,1
05355134,3,0,30,D,,A,0,D,20241,1
05355144,2,0,0,D,,A,0,D,20241,1
05355154,3,0,300,D,,A,0,D,20241,1
05355164,1,0,60,D,,A,0,D,20241,1
05355174,6,0,400,D,1000,D,0,D,20241,1
05355194,1,0,6,D,,A,0,D,20241,1
05355264,1,0,100,D,,A,0,D,20241,1
05355294,1,0,200,D,,A,0,D,20241,1
05355324,2,0,400,D,250,D,0,D,20241,1
05355364,1,0,0,D,,A,800,D,20241,1
05355404,1,0,200,D,,A,300,D,20241,1
05355434,1,0,0,D,,A,100,D,20241,1
05355454,1,0,200,D,,A,0,D,20241,1
05355494,1,0,0,D,,A,0,D,20241,1
05355514,1,0,700,D,200,D,200,D,20241,1
05355524,1,0,150,D,,A,0,D,20241,1
05355534,1,0,110,D,,A,300,D,20241,1
05355544,1,0,500,D,,A,150,D,20241,1
05355594,2,0,0,D,,A,0,D,20241,1
05355604,5,0,387,D,,A,0,D,20241,1
05355744,1,0,100,D,,A,0,D,20241,1
05355784,2,0,0,D,,A,2500,D,20241,1
05355804,1,0,0,D,,A,0,D,20241,1
05355824,1,0,150,D,300,D,0,D,20241,1
05355834,1,0,0,D,,A,0,D,20241,1
05355864,1,0,0,D,,A,0,D,20241,1
05355884,1,0,200,D,,A,0,D,20241,1
05356094,2,0,0,D,,A,300,D,20241,1
05356104,3,0,150,D,,A,0,D,20241,1
05356124,2,0,500,D,,A,200,D,20241,1
05356174,1,0,100,D,,A,0,D,20241,1
05356214,4,0,180,D,60,D,0,D,20241,1
05356224,6,0,1,D,150,D,0,D,20241,1
05356254,2,0,300,D,,A,0,D,20241,1
05356284,1,0,125,D,,A,200,D,20241,1
05356294,2,0,0,D,50,D,0,D,20241,1
05356414,7,0,150,D,,A,120,D,20241,1
05356454,3,0,0,D,,A,0,D,20241,1
05356484,1,0,0,D,,A,0,D,20241,1
05356524,1,0,0,D,,A,0,D,20241,1
05356534,1,0,0,D,,A,0,D,20241,1
05356544,3,0,80,D,,A,0,D,20241,1
05356554,5,0,300,D,,A,0,D,20241,1
05356594,1,0,50,D,,A,0,D,20241,1
05356654,1,0,0,D,,A,0,D,20241,1
05356684,3,0,60,D,200,D,0,D,20241,1
05356694,1,0,0,D,,A,0,D,20241,1
05356724,1,0,0,D,,A,0,D,20241,1
05356744,1,0,200,D,,A,0,D,20241,1
05356774,1,0,100,D,,A,0,D,20241,1
05356824,1,0,0,D,,A,0,D,20241,1
05356834,2,0,0,D,,A,50,D,20241,1
05356874,1,0,200,D,,A,400,D,20241,1
05356914,2,0,0,D,,A,200,D,20241,1
05356934,2,0,400,D,,A,150,D,20241,1
05356984,2,0,2000,D,,A,0,D,20241,1
05357014,1,0,0,D,,A,0,D,20241,1
05357034,7,0,450,D,600,D,0,D,20241,1
05357044,2,0,100,D,200,D,0,D,20241,1
05357054,2,0,50,D,,A,0,D,20241,1
05357064,1,0,0,D,0,D,0,D,20241,1
05357094,2,0,20,D,,A,0,D,20241,1
05357104,2,0,100,D,,A,250,D,20241,1
05357114,2,0,1000,D,500,D,0,D,20241,1
05357164,1,0,150,D,,A,0,D,20241,1
05357184,2,0,100,D,,A,250,D,20241,1
05357214,2,0,0,D,200,D,0,D,20241,1
05357224,2,0,0,D,210,D,150,D,20241,1
05357234,3,0,135,D,15,D,45,D,20241,1
05357274,1,0,0,D,,A,0,D,20241,1
05357284,1,0,0,D,,A,0,D,20241,1
05357334,1,0,0,D,,A,0,D,20241,1
05357344,3,0,0,D,,A,0,D,20241,1
05357404,1,0,900,D,,A,200,D,20241,1
05357464,1,0,1000,D,,A,0,D,20241,1
05357484,9,0,745,D,,A,500,D,20241,1
05357514,1,0,200,F,,A,0,D,20241,1
05357524,3,0,0,D,,A,0,D,20241,1
05357544,1,0,70,D,,A,0,D,20241,1
05357614,2,0,0,D,,A,0,D,20241,1
05357674,3,0,138,D,,A,340,D,20241,1
05357714,5,0,0,D,116,D,108,D,20241,1
05357804,1,0,300,D,,A,1054,D,20241,1
05357824,1,0,2000,D,,A,0,D,20241,1
05357844,2,0,0,D,,A,0,D,20241,1
05357864,1,0,75,D,,A,1000,D,20241,1
05357874,4,0,500,D,,A,0,D,20241,1
05357924,1,0,0,D,,A,0,D,20241,1
05357954,5,0,0,D,,A,0,D,20241,1
05357964,2,0,30,D,,A,0,D,20241,1
05357974,2,0,250,D,,A,0,D,20241,1
05358004,1,0,0,D,,A,0,D,20241,1
05358084,2,0,500,D,,A,0,D,20241,1
05358134,4,0,140,D,125,D,0,D,20241,1
05358154,1,0,130,D,,A,100,D,20241,1
05358164,1,0,0,D,,A,0,D,20241,1
05358194,1,0,600,D,,A,300,D,20241,1
05358204,2,0,300,D,,A,0,D,20241,1
05358214,2,0,0,D,,A,40,D,20241,1
05358234,1,0,0,D,,A,0,D,20241,1
05358244,2,0,500,D,,A,200,D,20241,1
05358294,1,0,0,D,,A,0,D,20241,1
05358374,2,0,100,D,,A,0,D,20241,1
05358414,1,0,250,D,,A,100,D,20241,1
05358504,2,0,100,D,,A,0,D,20241,1
05358544,1,0,300,D,,A,400,D,20241,1
05358554,2,0,500,D,,A,0,D,20241,1
05358564,1,0,0,D,,A,400,D,20241,1
05358574,4,0,200,D,0,D,0,D,20241,1
05358594,3,0,300,D,,A,0,D,20241,1
05358604,5,0,1500,D,,A,0,D,20241,1
05358664,3,0,123,D,,A,46,D,20241,1
05358794,1,0,100,D,,A,0,D,20241,1
05358804,2,0,60,D,70,D,0,D,20241,1
05358874,1,0,250,D,,A,0,D,20241,1
05358894,1,0,500,D,,A,0,D,20241,1
05358914,2,0,200,D,,A,80,D,20241,1
05358934,2,0,1669,D,50,F,0,D,20241,1
05358954,1,0,0,D,400,F,0,D,20241,1
05358984,3,0,0,D,,A,400,D,20241,1
05358994,2,0,100,D,50,D,0,D,20241,1
05359034,1,0,400,D,,A,300,D,20241,1
05359064,3,0,200,D,,A,0,D,20241,1
05359094,4,0,3400,D,,A,1771,D,20241,1
05359144,1,0,300,D,,A,0,D,20241,1
05359204,1,0,20,F,600,F,0,D,20241,1
05359214,1,0,272,D,,A,0,D,20241,1
05359244,2,0,300,D,100,D,0,D,20241,1
05359314,2,0,0,D,,A,500,D,20241,1
05359384,4,0,0,D,,A,0,D,20241,1
05359414,1,0,0,D,,A,0,D,20241,1
05359464,3,0,300,D,,A,0,D,20241,1
05359484,1,0,0,D,0,D,100,D,20241,1
05359504,3,0,450,D,300,D,150,D,20241,1
05359524,5,0,330,D,,A,0,D,20241,1
05359554,1,0,300,D,3000,D,0,D,20241,1
05359594,2,0,400,D,300,D,0,D,20241,1
05359614,1,0,0,D,200,D,0,D,20241,1
05359624,1,0,700,D,,A,200,D,20241,1
05359674,2,0,123,D,,A,0,D,20241,1
05359734,4,0,50,D,300,D,0,D,20241,1
05359764,5,0,100,D,370,D,0,D,20241,1
05359774,2,0,0,D,,A,100,D,20241,1
05359864,3,0,500,D,,A,0,D,20241,1
05359894,2,0,70,D,,A,0,D,20241,1
05359904,1,0,300,D,,A,400,D,20241,1
05359914,4,0,150,D,400,D,0,D,20241,1
05359924,1,0,0,D,,A,0,D,20241,1
05359974,7,0,250,D,100,D,50,D,20241,1
05360064,2,0,80,D,146,D,0,D,20241,1
05360074,1,0,0,D,,A,80,D,20241,1
05360154,2,0,125,D,,A,12,D,20241,1
05360174,1,0,0,D,0,D,0,D,20241,1
05360194,2,0,300,D,,A,0,D,20241,1
05360204,1,0,0,D,,A,0,D,20241,1
05360244,1,0,0,D,,A,0,D,20241,1
05360374,2,0,100,D,200,D,60,D,20241,1
05360454,3,0,0,D,80,D,0,D,20241,1
05360474,2,0,200,D,100,D,0,D,20241,1
05360534,1,0,100,D,450,D,250,D,20241,1
05360554,4,0,800,D,500,D,0,D,20241,1
05360584,1,0,0,D,,A,0,D,20241,1
05360594,3,0,250,D,,A,0,D,20241,1
05360604,2,0,400,D,,A,300,D,20241,1
05360624,1,0,100,D,,A,250,D,20241,1
05360644,3,0,0,D,300,D,0,D,20241,1
05360654,3,0,3000,D,,A,1000,D,20241,1
05360664,2,0,70,D,,A,0,D,20241,1
05360694,2,0,500,D,200,D,0,D,20241,1
05360774,1,0,0,D,,A,0,D,20241,1
05360844,3,0,103,D,,A,17,D,20241,1
05360874,1,0,400,D,,A,200,D,20241,1
05360884,5,0,518,D,,A,100,D,20241,1
05360904,3,0,200,D,200,D,0,D,20241,1
05360924,1,0,0,D,,A,0,D,20241,1
05360934,3,0,150,D,300,D,100,D,20241,1
05361044,3,0,100,D,200,D,0,D,20241,1
05361114,1,0,500,D,,A,300,D,20241,1
05361174,3,0,2000,D,,A,500,D,20241,1
05361274,1,0,200,D,100,D,0,D,20241,1
05361294,1,0,50,D,0,D,0,D,20241,1
05361344,1,0,0,D,,A,0,D,20241,1
05361434,5,0,2000,D,1000,D,0,D,20241,1
05361464,3,0,350,D,,A,100,D,20241,1
05361474,4,0,200,D,,A,0,D,20241,1
05361524,2,0,166,D,60,D,0,D,20241,1
05361554,2,0,300,D,200,F,0,D,20241,1
05361624,2,0,300,D,,A,0,D,20241,1
05361664,1,0,0,D,,A,0,D,20241,1
05361744,1,0,40,D,,A,0,D,20241,1
05361754,3,0,125,D,,A,0,D,20241,1
05361784,1,0,200,D,,A,0,D,20241,1
05361804,1,0,500,D,,A,0,D,20241,1
05361834,3,0,0,D,,A,0,D,20241,1
05361854,3,0,2000,D,,A,0,D,20241,1
05361884,2,0,32,D,,A,0,D,20241,1
05361914,5,0,1000,D,300,D,0,D,20241,1
05361954,1,0,200,D,,A,0,D,20241,1
05361994,1,0,60,D,,A,0,D,20241,1
05362004,1,0,300,D,,A,0,D,20241,1
05362044,2,0,300,D,,A,50,D,20241,1
05362054,1,0,0,D,300,D,0,D,20241,1
05362074,5,0,50,D,,A,0,D,20241,1
05362084,2,0,300,D,,A,100,D,20241,1
05362114,2,0,360,D,,A,0,D,20241,1
05362124,3,0,215,D,,A,215,D,20241,1
05362284,2,0,200,D,,A,0,D,20241,1
05362374,1,0,150,D,,A,0,D,20241,1
05362414,2,0,90,D,,A,0,D,20241,1
05362444,3,0,170,D,,A,0,D,20241,1
05362484,1,0,0,D,,A,0,D,20241,1
05362504,3,0,300,D,,A,200,D,20241,1
05362624,1,0,25,D,,A,0,D,20241,1
05362634,1,0,700,D,,A,300,D,20241,1
05362694,1,0,60,D,,A,0,D,20241,1
05362704,1,0,0,D,,A,0,D,20241,1
05362764,1,0,30,D,,A,0,D,20241,1
05362794,8,0,300,D,,A,0,D,20241,1
05362824,7,0,0,D,300,D,0,D,20241,1
05362854,4,0,160,D,,A,0,D,20241,1
05362894,1,0,300,D,,A,75,D,20241,1
05362904,1,0,0,D,,A,0,D,20241,1
05362944,1,0,80,D,,A,60,D,20241,1
05362994,1,0,0,D,,A,0,D,20241,1
05363004,1,0,0,D,,A,80,D,20241,1
05363014,1,0,0,D,,A,0,D,20241,1
05363024,1,0,515,D,,A,0,D,20241,1
05363044,1,0,500,D,0,D,250,D,20241,1
05363104,1,0,500,D,,A,500,D,20241,1
05363144,1,0,0,D,,A,0,D,20241,1
05363154,6,0,178,D,,A,0,D,20241,1
05363174,7,0,1024,D,,A,0,D,20241,1
05363204,1,0,200,D,600,D,200,D,20241,1
05363214,1,0,600,F,,A,0,D,20241,1
05363334,1,0,0,D,,A,400,D,20241,1
05363354,1,0,40,D,,A,0,D,20241,1
05363384,2,0,40,D,,A,0,D,20241,1
05363394,6,0,300,D,600,D,0,D,20241,1
05363404,1,0,30,D,,A,0,D,20241,1
05363444,1,0,0,D,,A,0,D,20241,1
05363534,1,0,100,D,,A,0,D,20241,1
05363544,1,0,200,D,215,D,100,D,20241,1
05363554,1,0,300,D,,A,2000,D,20241,1
05363614,5,0,40,D,60,D,0,D,20241,1
05363654,1,0,75,D,,A,0,D,20241,1
05363674,1,0,145,D,,A,0,D,20241,1
05363744,1,0,80,D,,A,200,D,20241,1
05363764,4,0,100,D,,A,80,D,20241,1
05363794,2,0,100,D,,A,0,D,20241,1
05363824,1,0,0,D,,A,0,D,20241,1
05363844,1,0,0,D,,A,200,D,20241,1
05363864,2,0,0,D,0,D,0,D,20241,1
05363884,2,0,0,D,,A,100,D,20241,1
05363894,2,0,120,D,,A,0,D,20241,1
05363934,3,0,0,D,,A,0,D,20241,1
05364014,1,0,0,D,,A,0,D,20241,1
05364024,1,0,150,D,89,D,0,D,20241,1
05364054,2,0,300,D,50,D,0,D,20241,1
05364094,1,0,0,D,,A,112,D,20241,1
05364164,4,0,300,D,,A,0,D,20241,1
05364184,3,0,240,D,,A,0,D,20241,1
05364204,1,0,0,D,,A,0,D,20241,1
05364224,2,0,0,D,,A,0,D,20241,1
05364334,2,0,0,D,,A,0,D,20241,1
05364354,5,0,200,D,,A,0,D,20241,1
05364464,1,0,0,D,,A,0,D,20241,1
05364494,3,0,50,D,,A,250,D,20241,1
05364504,1,0,50,D,,A,0,D,20241,1
05364534,3,0,170,D,,A,0,D,20241,1
05364564,2,0,0,D,100,D,0,D,20241,1
05364604,7,0,300,D,600,D,1200,D,20241,1
05364654,2,0,350,D,,A,0,D,20241,1
05364684,1,0,100,D,,A,0,D,20241,1
05364694,1,0,0,D,,A,0,D,20241,1
05364734,2,0,0,D,0,D,0,D,20241,1
05364804,4,0,300,D,,A,0,D,20241,1
05364824,1,0,0,D,,A,0,D,20241,1
05364874,1,0,80,D,,A,0,D,20241,1
05364914,2,0,0,D,30,D,0,D,20241,1
05364944,2,0,0,D,,A,0,D,20241,1
05365024,1,0,0,D,0,D,0,D,20241,1
05365054,1,0,400,D,,A,0,D,20241,1
05365074,3,0,200,D,60,D,60,D,20241,1
05365104,8,0,150,D,200,D,0,D,20241,1
05365134,1,0,90,D,52,D,100,D,20241,1
05365234,1,0,400,D,,A,300,D,20241,1
05365254,1,0,0,D,,A,0,D,20241,1
05365324,2,0,90,D,0,D,0,D,20241,1
05365354,4,0,450,D,300,D,0,D,20241,1
05365364,1,0,20,D,30,D,0,D,20241,1
05365374,1,0,90,D,300,D,0,D,20241,1
05365404,3,0,20,D,,A,0,D,20241,1
05365414,4,0,500,D,,A,0,D,20241,1
05365434,4,0,200,D,,A,400,D,20241,1
05365454,4,0,200,D,,A,600,D,20241,1
05365464,1,0,200,F,,A,350,F,20241,1
05365524,1,0,0,D,0,D,0,D,20241,1
05365554,6,0,300,D,,A,0,D,20241,1
05365584,1,0,50,D,,A,0,D,20241,1
05365624,4,0,0,D,,A,0,D,20241,1
05365634,2,0,500,D,,A,0,D,20241,1
05365644,7,0,1150,D,210,D,128,D,20241,1
05365654,1,0,1000,D,,A,0,D,20241,1
05365804,1,0,0,D,,A,0,D,20241,1
05365864,2,0,200,D,400,D,50,D,20241,1
05365884,1,0,0,D,,A,0,D,20241,1
05365904,1,0,200,D,150,D,0,D,20241,1
05365934,1,0,2000,D,,A,2000,D,20241,1
05365964,1,0,0,D,,A,0,D,20241,1
05365974,4,0,200,D,200,D,0,D,20241,1
05366044,5,0,260,D,65,D,0,D,20241,1
05366094,1,0,250,D,300,D,10,D,20241,1
05366114,1,0,0,D,,A,0,D,20241,1
05366134,2,0,250,D,,A,300,D,20241,1
05366154,1,0,300,D,0,D,0,D,20241,1
05366214,5,0,0,D,,A,0,D,20241,1
05366224,1,0,500,D,,A,0,D,20241,1
05366244,1,0,220,D,170,D,0,D,20241,1
05366264,3,0,33,D,,A,80,D,20241,1
05366274,1,0,200,D,100,D,0,D,20241,1
05366304,3,0,45,D,132,D,0,D,20241,1
05366344,3,0,300,D,,A,200,D,20241,1
05366364,1,0,200,D,,A,0,D,20241,1
05366444,2,0,0,D,300,F,0,D,20241,1
05366454,2,0,250,D,,A,1000,D,20241,1
05366504,1,0,40,D,,A,0,D,20241,1
05366534,1,0,100,D,,A,0,D,20241,1
05366544,1,0,50,D,,A,0,D,20241,1
05366554,5,0,55,D,,A,0,D,20241,1
05366574,3,0,210,D,,A,548,D,20241,1
05366584,4,0,0,D,,A,0,D,20241,1
05366594,1,0,350,D,,A,0,D,20241,1
05366664,1,0,0,D,,A,0,D,20241,1
05366674,5,0,1000,D,,A,1200,D,20241,1
05366714,1,0,0,D,0,D,0,D,20241,1
05366744,1,0,32,D,,A,0,D,20241,1
05366774,1,0,400,D,,A,0,D,20241,1
05366784,1,0,200,D,,A,0,D,20241,1
05366794,1,0,50,D,,A,100,D,20241,1
05366814,3,0,250,D,30,D,0,D,20241,1
05366844,1,0,0,D,100,D,0,D,20241,1
05366904,2,0,163,D,,A,90,D,20241,1
05366914,1,0,100,D,,A,0,D,20241,1
05411693,3,0,0,D,0,D,0,D,20241,1
05411713,4,0,500,D,,A,0,D,20241,1
05411723,1,0,150,D,200,D,100,D,20241,1
05411733,3,0,0,D,,A,0,D,20241,1
05411743,5,0,600,D,700,D,0,D,20241,1
05411763,2,0,600,D,,A,300,D,20241,1
05411833,1,0,1000,D,2000,D,0,D,20241,1
05411883,3,0,320,D,,A,155,D,20241,1
05411903,4,0,800,D,,A,300,D,20241,1
05411913,3,0,500,D,200,D,50,D,20241,1
05411933,4,0,0,D,,A,500,D,20241,1
05411963,3,0,500,D,,A,0,D,20241,1
05411973,1,0,0,D,,A,0,D,20241,1
05412023,1,0,105,D,,A,0,D,20241,1
05412043,1,0,100,D,,A,0,D,20241,1
05412053,4,0,500,D,,A,250,D,20241,1
05412083,3,0,200,D,400,D,600,D,20241,1
05412103,2,0,0,D,,A,0,D,20241,1
05412133,7,0,600,D,,A,450,D,20241,1
05412153,2,0,175,D,,A,300,D,20241,1
05412173,3,0,3000,D,,A,150,D,20241,1
05412193,4,0,25,D,,A,0,D,20241,1
05412213,2,0,614,D,,A,949,D,20241,1
05412243,1,0,500,D,,A,60,D,20241,1
05412253,2,0,20,D,,A,20,D,20241,1
05412263,2,0,0,D,,A,0,D,20241,1
05412273,1,0,100,D,,A,0,D,20241,1
05412293,1,0,150,D,,A,30,D,20241,1
05412303,2,0,200,D,,A,100,D,20241,1
05412343,5,0,140,D,,A,0,D,20241,1
05412383,1,0,100,D,0,D,0,D,20241,1
05412423,4,0,400,D,,A,500,D,20241,1
05412513,9,0,177,D,75,D,0,D,20241,1
05412533,1,0,50,D,,A,0,D,20241,1
05412553,1,0,0,D,,A,0,D,20241,1
05412573,1,0,200,D,,A,200,D,20241,1
05412593,2,0,400,D,700,D,500,D,20241,1
05412613,4,0,500,D,,A,500,D,20241,1
05412683,2,0,0,D,25,D,0,D,20241,1
05412743,1,0,11,D,,A,100,D,20241,1
05412773,1,0,0,D,,A,0,D,20241,1
05412803,3,0,40,D,100,D,30,D,20241,1
05412834,1,0,200,D,,A,400,D,20241,1
05412853,1,0,0,D,200,D,0,D,20241,1
